round,train_loss,val_loss,val_acc,lr
1,13.42624785900116,,,0.0007000000000000001
2,8.356744074821473,,,0.0007000000000000001
3,6.2420697689056395,,,0.0007000000000000001
4,5.490397012233734,,,0.0007000000000000001
5,5.507697629928589,,,0.0011500000000000002
6,5.534701359272003,,,0.0011500000000000002
7,5.352329277992249,,,0.0011500000000000002
8,5.133287703990936,,,0.0011500000000000002
9,5.410661149024963,,,0.0016000000000000003
10,5.288547945022583,,,0.0016000000000000003
11,5.195037937164306,,,0.0016000000000000003
12,5.0745481729507445,,,0.0016000000000000003
13,5.271942734718323,,,0.00205
14,5.324863529205322,,,0.00205
15,5.259110271930695,,,0.00205
16,5.144128000736236,4.496842578125,4.42,0.00205
17,5.395553243160248,,,0.0025
18,5.46633414030075,,,0.0025
19,5.1645034670829775,,,0.0025
20,5.061041271686554,,,0.0025
21,5.1837014079093935,,,0.00295
22,5.187658178806305,,,0.00295
23,5.210092949867248,,,0.00295
24,5.006590354442596,,,0.00295
25,5.157831692695618,,,0.0034000000000000002
26,5.0368104696273805,,,0.0034000000000000002
27,4.971456152200699,,,0.0034000000000000002
28,4.921797144412994,,,0.0034000000000000002
29,5.052478384971619,,,0.00385
30,4.9396913051605225,,,0.00385
31,4.9081669509410855,,,0.00385
32,4.673136234283447,3.5367530517578123,19.8,0.00385
33,4.742481464147568,,,0.0043
34,4.648374766111374,,,0.0043
35,4.632293009757996,,,0.0043
36,4.475459557771683,,,0.0043
37,4.653300023078918,,,0.00475
38,4.524500226974487,,,0.00475
39,4.3942779958248135,,,0.00475
40,4.4273582935333256,,,0.00475
41,4.372636032104492,,,0.005200000000000001
42,4.403484910726547,,,0.005200000000000001
43,4.185951918363571,,,0.005200000000000001
44,4.298615497350693,,,0.005200000000000001
45,4.239443111419678,,,0.0056500000000000005
46,4.148955845832825,,,0.0056500000000000005
47,4.175277316570282,,,0.0056500000000000005
48,4.141245239973069,2.4808794677734376,37.4,0.0056500000000000005
49,4.063754218816757,,,0.0061
50,4.029496771097183,,,0.0061
51,3.9434347689151763,,,0.0061
52,3.75621657371521,,,0.0061
53,3.788981479406357,,,0.007
54,3.908630895614624,,,0.007
55,3.885555404424667,,,0.007
56,3.720326381921768,,,0.007
57,3.7660109221935274,,,0.006996929905346005
58,3.8851864635944366,,,0.006996929905346005
59,3.553733205795288,,,0.006996929905346005
60,3.4560949563980103,,,0.006996929905346005
61,3.2458994030952453,,,0.006987725007373265
62,3.6140892684459685,,,0.006987725007373265
63,3.4618062555789946,,,0.006987725007373265
64,3.4637564420700073,1.7813956344604491,53.38,0.006987725007373265
65,3.339027452468872,,,0.0069724014546006735
66,3.2586841762065886,,,0.0069724014546006735
67,3.213345709443092,,,0.0069724014546006735
68,3.2245269119739532,,,0.0069724014546006735
69,3.0060712695121765,,,0.006950986129746768
70,3.1826135903596877,,,0.006950986129746768
71,3.3562224924564363,,,0.006950986129746768
72,2.9389935612678526,,,0.006950986129746768
73,2.9300957053899763,,,0.006923516602568321
74,3.0285471379756927,,,0.006923516602568321
75,3.1206503063440323,,,0.006923516602568321
76,2.8821269631385804,,,0.006923516602568321
77,3.0465390563011168,,,0.00689004106395021
78,3.009308099746704,,,0.00689004106395021
79,2.8049848675727844,,,0.00689004106395021
80,2.729497712850571,1.168297752380371,68.02,0.00689004106395021
81,2.8615842163562775,,,0.006850618241362237
82,2.6682476833462716,,,0.006850618241362237
83,3.073145943880081,,,0.006850618241362237
84,2.860818898677826,,,0.006850618241362237
85,2.8187101602554323,,,0.006805317295831186
86,2.8039450615644457,,,0.006805317295831186
87,2.6307393580675127,,,0.006805317295831186
88,2.9296133309602737,,,0.006805317295831186
89,2.600910599529743,,,0.0067542177006088815
90,2.3706526309251785,,,0.0067542177006088815
91,2.56098729968071,,,0.0067542177006088815
92,2.624756154417992,,,0.0067542177006088815
93,2.8785002797842028,,,0.0066974091017491045
94,2.5724388629198076,,,0.0066974091017491045
95,2.6539053678512574,,,0.0066974091017491045
96,2.7669447004795074,1.008810343170166,73.56,0.0066974091017491045
97,2.6747692435979844,,,0.006634991160837947
98,2.5788946986198424,,,0.006634991160837947
99,2.723816817998886,,,0.006634991160837947
100,2.710168167948723,,,0.006634991160837947
101,2.6436349034309385,,,0.006567073380153525
102,2.6106798902153967,,,0.006567073380153525
103,2.666246184706688,,,0.006567073380153525
104,2.7192974239587784,,,0.006567073380153525
105,2.4924338817596436,,,0.006493774910561776
106,2.6100806415081026,,,0.006493774910561776
107,2.650234133005142,,,0.006493774910561776
108,2.5026499748229982,,,0.006493774910561776
109,2.338987410068512,,,0.006415224342485351
110,2.4446822583675383,,,0.006415224342485351
111,2.719485950469971,,,0.006415224342485351
112,2.3382358849048615,0.8300737052917481,77.02,0.006415224342485351
113,2.530367210507393,,,0.006331559480312319
114,2.390312634408474,,,0.006331559480312319
115,2.667495387792587,,,0.006331559480312319
116,2.551920473575592,,,0.006331559480312319
117,2.4917155623435976,,,0.006242927100640443
118,2.7151213765144346,,,0.006242927100640443
119,2.527288344502449,,,0.006242927100640443
120,2.3838304549455644,,,0.006242927100640443
121,2.6177272260189057,,,0.0061494826947811505
122,2.6067140102386475,,,0.0061494826947811505
123,2.545612433552742,,,0.0061494826947811505
124,2.6555364668369292,,,0.0061494826947811505
125,2.4610734090209005,,,0.006051390195974943
126,2.488867124915123,,,0.006051390195974943
127,2.3237970590591432,,,0.006051390195974943
128,2.69566388130188,0.8455601196289062,78.24,0.006051390195974943
129,2.5479881435632707,,,0.005948821691796782
130,2.4929384723305703,,,0.005948821691796782
131,2.1825525537133217,,,0.005948821691796782
132,2.346395695209503,,,0.005948821691796782
133,2.5182017266750334,,,0.005841957122256007
134,2.3104151144623755,,,0.005841957122256007
135,2.3761949867010115,,,0.005841957122256007
136,2.3586811900138853,,,0.005841957122256007
137,2.5239487290382385,,,0.005730983964120417
138,2.2225392132997515,,,0.005730983964120417
139,2.4183823704719543,,,0.005730983964120417
140,2.460786373913288,,,0.005730983964120417
141,2.366989777982235,,,0.005616096902018315
142,2.459331677854061,,,0.005616096902018315
143,2.2983717545866966,,,0.005616096902018315
144,2.2360511004924772,0.7614664772033691,80.7,0.005616096902018315
145,2.1979716196656227,,,0.005497497486895514
146,2.33446182012558,,,0.005497497486895514
147,2.4150231406092644,,,0.005497497486895514
148,2.2392207369208337,,,0.005497497486895514
149,2.2996856436133384,,,0.00537539378242649
150,2.129118336737156,,,0.00537539378242649
151,2.258776542544365,,,0.00537539378242649
152,2.3291722357273104,,,0.00537539378242649
153,2.47905675470829,,,0.005250000000000002
154,2.2578019574284554,,,0.005250000000000002
155,2.255442240834236,,,0.005250000000000002
156,2.2748758673667906,,,0.005250000000000002
157,2.2680344343185426,,,0.005121536122919519
158,2.3018096685409546,,,0.005121536122919519
